주제분류,문화시설명,주소,X좌표,Y좌표
기타,양천문화재단,서울특별시 양천구 목동동로 81,37.5159760603841,126.86385454407
박물관/기념관,국립한글박물관,서울  용산구 용산동6가 412-6,37.52124302266645,126.98085981255221
기타,동대문구청,서울  동대문구 용두동 39-9 ),37.5745240,127.0396500
공연장,강동아트센터,서울  강동구 상일동 (동남로) 870,37.551449,127.157598
공연장,세종문화회관,서울 종로구 세종대로 175,37.5726241,126.9760053
공연장,은평문화예술회관,서울  은평구 녹번동 85-4  녹번동,37.6039162966,126.9283646429
도서관,영등포평생학습관,서울  영등포구 당산동 121-22 ),37.5260740,126.9073520
도서관,도봉도서관,서울  도봉구 쌍문동 422-163 ),37.6528150,127.0129630
기타,강북구청,서울  강북구 수유동 192-59 ),37.6397480,127.0254820
기타,구로구청,서울  구로구 구로동 ),37.4954720,126.8875360
기타,노들섬 복합문화공간,서울특별시 용산구 양녕로 445,37.5176638307111,126.958036465507
박물관/기념관,국립중앙박물관,서울  용산구 용산동6가    서빙고로 137,37.5240867,126.9803881
도서관,문래정보문화도서관,서울  영등포구 문래동3가  문래로20길 49,37.5169513,126.8908871
도서관,구로구립꿈나무어린이도서관,서울  구로구 구로동로26길 54 2층,37.4895362,126.8863800
공연장,양천구 해누리타운 아트홀,서울시 양천구 목동동로 85 2충,37.515830,126.863811
공연장,방송회관 코바코홀,서울시 양천구 목동동로 233 2층,37.526966,126.871368
기타,중구평생학습센터,서울특별시 중구 예관동 120-1,37.563755,126.997541
기타,예지원,서울  중구 장충동2가 201-6  5-19,37.5517333,127.0024000
공연장,LG아트센터,서울  강남구 역삼동  논현로 508,37.5021909,127.0377378
미술관,삼성미술관 리움,서울특별시 용산구 이태원로55길 60-16,37.5384609092,126.9992939585
공연장,반포심산아트홀,서울  서초구 반포동   114-3,37.4988344628,126.9912424758
기타,행화탕,서울  마포구 아현동  613-11,37.5526991252,126.9555018705
미술관,갤러리 인,서울  종로구 팔판동 141 ),37.5816953,126.9804329
미술관,한미사진미술관,서울  송파구 방이동 45 ),37.5166295,127.1141094
도서관,고덕평생학습관,서울  강동구 고덕동 296 ),37.5561464,127.1579849
기타,동대문구민체육센터,서울  동대문구 장안동 ),37.5665701,127.0734247
도서관,관악문화관도서관,서울  관악구 신림동 209-1 ),37.4677179,126.9445375
문화예술회관,송파구체육문화회관,서울  송파구 거여동 289 ),37.4906482,127.1427868
공연장,정동극장,서울  중구 정동 8-11 길 43 (정동),37.5658626,126.9728014
도서관,국립어린이청소년 도서관,서울  강남구 역삼동   테헤란로7길 21,37.5009712,127.0296909
공연장,종로구민회관,서울  종로구 창신동 222-8 ),37.5734077,127.0143152
도서관,증산정보도서관,서울  은평구 증산동  증산로5길 6,37.5827270,126.9075589
기타,양천구청,서울  양천구 신정동 321-4 ),37.5170160,126.8666420
도서관,송중문화정보센터,서울  강북구 미아동 138-11 ),37.6183421,127.0300330
문화원,롯데월드 아이스링크,서울  송파구,37.5112680,127.0986991
공연장,신월문화체육센터,서울  양천구 신월동  지양로 37,37.5198479,126.8350363
기타,강서구시설관리공단,서울  강서구 화곡동 1103-6 ),37.5530024,126.8484762
문화예술회관,동대문문화회관,서울  동대문구 답십리동 ),37.5717914,127.0637934
박물관/기념관,한성백제박물관,서울 송파구 위례성대로 71,37.515505,127.121175
박물관/기념관,한국분재박물관,서울  서초구,37.4534995,127.0756066
공연장,한국문화예술위원회,서울  구로구 구로동 26-1  ),35.0207620,126.7819340
미술관,가람화랑,서울  종로구 관훈동 30-10 ),37.5742750,126.9855750
미술관,간송미술관,서울  성북구 성북동  성북로 102-11,37.5936596,126.9969050
도서관,자양4동도서관,서울  광진구 자양동 ),37.5340938,127.0662260
도서관,아리향기작은도서관,서울  강서구 염창동 53-1  2층 아리향기작은도서관,37.5537362431,126.870985349
문화예술회관,어린이회관,서울  광진구 능동 18-11,37.5469995,127.0781746
문화원,한국스카이다이빙협회,서울  송파구 잠실동 175-12 ),37.5114649,127.0805072
기타,온조대왕문화체육관,서울  강동구 고덕동 296 ),37.5567379,127.1574722
기타,용산문화체육센터,서울  용산구 문배동 19-2 ),37.5373623,126.9676924
기타,서울연극센터,서울 종로구 창경궁로 253-1 2층,37.5833444,127.0013025
도서관,성동구립도서관,서울  성동구 행당동 142-4 ),37.5592667,127.0349875
기타,동대문구민회관,서울  동대문구 장안동 354-5 ),37.5672385,127.0733795
도서관,종로도서관,서울  종로구 사직동 1-28 ),37.5764744,126.9664576
문화예술회관,마포아트센터,서울  마포구 대흥동  ),37.5499041,126.9455277
미술관,국립현대미술관,서울  중구 정동  세종대로 99 덕수궁미술관,37.5658456,126.9737396
문화원,강북청소년문화정보도서관,서울  강북구 미아동   (삼양로54길 68),37.6231131,127.0216031
미술관,국립현대미술관 서울관,서울  종로구 삼청로 30,37.579482,126.980363
문화원,종로문화원,서울  종로구 사간동 122-4,37.5761054,126.9803283
도서관,어린이도서관,서울  종로구 사직동  사직로9길 7,37.5765345,126.9678698
기타,올림픽기념국민생활관,서울  종로구 혜화동  성균관로 91,37.5904911,126.9988244
도서관,광진정보도서관,서울  광진구 광장동 112 ),37.5507093,127.1103315
공연장,창무예술원- 드 포스트,서울  마포구 창전동 5-9 ),37.5542772,126.9305347
미술관,서울시립미술관 남서울분관,서울  관악구 남현동 1059-13 ),37.4760646,126.9795205
공연장,전통연희상설극장 광화문아트홀,서울  종로구 사직동 284-1  광화문아트홀,37.57426,126.9624155
공연장,문화정원아트홀,서울  금천구 독산동 296-9,37.4717842,126.8936703
기타,시민청,서울  중구 세종대로110 B1 B2,37.566634997636804,126.97867495087418
공연장,블루스퀘어(Blue Square),서울  용산구 한남동 727-56,37.5407025699,127.002647735
기타,동작구청,서울  동작구 노량진동 47-2 ),37.5124500,126.9395000
기타,강남문화재단,서울특별시 강남구 선릉로 668 5층,37.5163196785267,127.042314793327
미술관,노화랑,서울  종로구 관훈동 103 ),37.5748997,126.9839998
기타,서울풍물시장 전통문화체험관,서울특별시 동대문구 천호대로4길 21,37.5727131853349,127.025502937291
도서관,한국사회과학도서관,서울  종로구 사직동 304-28 ),37.5735320,126.9644200
미술관,서울시립미술관 경희궁분관,서울  종로구 신문로2가 2-1 ),37.5700833,126.9687074
문화원,무계원,서울  종로구 부암동 315-3    (창의문로 5가길 2),37.5918679,126.9634368
공연장,우리금융아트홀,서울  송파구,37.5168685,127.1250335
도서관,동작도서관,서울  동작구 노량진동 310-150 ),37.5059908,126.9401667
도서관,서대문도서관,서울  서대문구 연희동 1-116 ),37.5834154,126.9408496
공연장,민속극장풍류,서울  강남구 삼성동 112-2  ),37.5099100,127.0443640
공연장,한국의 집 민속극장,서울  중구 필동2가 80-2 ),37.5603974,126.9946116
기타,강남스포츠문화센터,서울  강남구 수서동 718 ),37.4891013,127.1052500
기타,대진체육관,서울  강남구 개포동 13-1 ),37.4960680,127.0787594
문화원,영등포문화원,서울  영등포구,37.5152408,126.9108259
도서관,동작구 통합도서관,서울  동작구 대방동 49-6 ),37.5127667,126.9339500
문화예술회관,금나래아트홀도서관,서울  금천구 시흥동 1020 ),37.4565795,126.8957384
기타,흑석체육센터,서울  동작구 흑석동  현충로 73,37.5099926,126.9633745
문화예술회관,사당문화회관,서울  동작구 사당동 248-6 ),37.4846843,126.9695831
기타,마포구시설관리공단(아트센터),서울  마포구 대흥동   대흥로20길 28,37.5499041,126.9455277
도서관,용산구 효창사랑 작은도서관,서울특별시 용산구 효창원로 160,37.5422969256,126.9628313462
박물관/기념관,건국대학교 박물관,서울  광진구 화양동 1 ),37.5423736,127.0755788
공연장,서초구민체육센터,서울  서초구 반포동 114-3 ),37.4987920,126.9905045
기타,송파구청,서울  송파구 신천동 29-5 ),37.5145160,127.1062440
도서관,송파구립거마도서정보센터,서울  송파구,37.4935731,127.1468821
공연장,서초구민회관,서울  서초구 양재동 ),37.4818178,127.0360176
박물관/기념관,연세대학교 김대중도서관,서울  마포구 동교동   서울시 마포구 신촌로 4길 5-26 (동교동 178-9),37.5569718,126.9296033
도서관,남산도서관,서울  용산구 후암동  남산공원길 3,37.5530786,126.9813340
기타,국립국어원 우리말 꿈터,서울  강서구 방화동 827,37.5790499618,126.8138119134
미술관,학고재,서울  종로구 소격동 70 ),37.5803760,126.9802633
기타,녹사평 용산공원 플랫폼,서울특별시 용산구 녹사평대로 지하 195,37.5348314193581,126.987028473368
기타,남산골한옥마을,서울시 중구 퇴계로 34길 28,37.5591447,126.9936826
공연장,코엑스 오디토리움,서울  강남구 삼성동 159 ),37.5125518,127.0587767
박물관/기념관,국립고궁박물관,서울  종로구 세종로 1-57  ),37.5766678,126.9749224
미술관,서울시립 북서울미술관,서울  노원구 동일로 1238,37.6409660,127.0667885
공연장,떡? 부엌살림 박물관,서울  종로구 와룡동 164-2 ),37.5749730,126.9906760
기타,우이신설 문화예술철도 정릉역,서울특별시 성북구 아리랑로 122,37.6026413699369,127.013505689707
기타,신림(다목적)체육센터,서울  관악구 신림동  난곡로64가길 19,37.4800959,126.9160174
문화원,관악문화원,서울  관악구 신림동 209-1 ),37.4678198,126.9447491
기타,강남구민체육관,서울  강남구 개포동 1271 ),37.4771320,127.0518293
도서관,강동구립해공도서관,서울  강동구 천호동 360 ),37.5439721,127.1255997
기타,은평구평생학습관,서울  은평구 역촌동 14-34,37.6078003952,126.9211897627
박물관/기념관,허준박물관,서울  강서구 가양동 26-5  허준박물관,37.5680241045,126.8509754776
공연장,서울강서문화원,서울  강서구 화곡동 우장산동 111-90,37.544720421764325,126.84376964362978
공연장,세실아트홀,서울  강남구 신사동 616-7,37.5281527704,127.0318444257
도서관,도봉기적의도서관,서울  도봉구 도봉동 652-2  마들로797,37.6812003,127.0502366
문화예술회관,개포디지털혁신파크 열림관,서울  강남구 개포동 153-153  개포디지털혁신파크 열림관,37.4882029,127.0629127
기타,해공체육문화센터,서울  강동구 천호동 399-1 ),37.5421167,127.1297250
도서관,은평구립도서관,서울  은평구 불광동 59-32 ),37.6190451,126.9283998
문화원,프랑스문화원,서울  중구 봉래동1가 10 ),37.5595936,126.9737305
기타,우이신설 문화예술철도 솔샘역,서울 강북구 미아동 1353-20,37.6202632370899,127.013037553925
기타,구로구민체육센터,서울  구로구 고척동 ),37.5066167,126.8533046
문화예술회관,구로아트밸리예술극장,서울  구로구 구로동 101 ),37.4966724,126.8888810
기타,금천구청,서울  금천구 시흥동 ),37.4570784,126.8957012
기타,금천구시설관리공단,서울  금천구 시흥동 985-26 ),37.4457770,126.9026540
문화원,금천문화원,서울  금천구,37.4463856,126.9044675
기타,관악구민종합체육센터,서울  관악구,37.4730143,126.9601883
기타,강남구청,서울  강남구 삼성동 16-1 ),37.5173050,127.0475020
문화원,목동아이스링크,서울  양천구 목동  안양천로 939,37.5307960,126.8792670
도서관,개포도서관,서울  강남구 개포동  선릉로4길 30,37.4829604,127.0637690
박물관/기념관,은평역사한옥박물관,서울 은평구 연서로50길 8,37.6404009547,126.9380554763
기타,금빛휘트니스센터,서울  금천구 시흥동  금하로 668,37.4528929,126.9042500
미술관,로댕갤러리,서울  중구,37.5614574,126.9751773
미술관,문예진흥원 아르코미술관,서울  종로구 동숭동 1-130 ),37.5805409,127.0032407
문화원,잠실종합운동장,서울  송파구 잠실동 10 ),37.5148022,127.0736261
미술관,소호 아트 갤러리,서울  종로구 필운동 90-1  소호빌리지),37.5778578,126.9692651
문화원,도봉문화원,서울  도봉구 창동 303 ),37.6540470,127.0383300
기타,서울타워,서울  용산구 용산동2가 1-3      ),37.5512294,126.9882659
박물관/기념관,윤동주문학관,서울특별시 종로구 창의문로 119,37.592096942441,126.96706863952
기타,서서울예술교육센터,서울특별시 양천구 남부순환로64길 2,37.5282200532654,126.832145687907
기타,우이신설 문화예술철도 화계역,서울 강북구 수유동 472-691,37.6340164940984,127.017481698619
공연장,CGV 명동,서울  중구 명동2가  명동길 14 눈스퀘어 8층,37.5633303,126.9826431
기타,서울식물원,서울시 강서구 마곡동로 161,37.5693690930038,126.83523426110388
기타,내곡느티나무쉼터,서울특별시 서초구 염곡말길 9,37.4618248738,127.0506971568
공연장,남산예술센터드라마센터(구 동랑예술센터),서울  중구 예장동 8-19 ),37.5586795,126.9882338
공연장,KBS홀,서울  영등포구 여의도동  여의공원로 13,37.5259171,126.9152678
기타,강동구청,서울  강동구 성내동 540    ),37.5301260,127.1237708
도서관,강동구립성내도서관,서울  강동구 성내동 385 ),37.5328592,127.1333198
도서관,아리랑정보도서관,서울  성북구 돈암동  아리랑로 82,37.5998987,127.0139750
기타,서초여성가족플라자,서울특별시 서초구 잠원로8길 38,37.5135493834,127.0121073011
도서관,금천구립독산도서관,서울 금천구 독산로54길 114,0,0
도서관,노원정보도서관,서울  노원구 상계동 686 ),37.6611110,127.0650744
공연장,서울애니시네마,서울  중구 예장동 8-145 ),37.5588000,126.9877125
도서관,LG상남도서관,서울  종로구 원서동  창덕궁 1길 18,37.5797353,126.9884800
도서관,강서도서관,서울  강서구 등촌동 520-6 ),37.5478818,126.8599269
박물관/기념관,한상수자수박물관,서울  종로구 가회동 11-32 ),37.5827892,126.9856418
문화예술회관,강동구민회관,서울  강동구 천호동 41 ),37.5458583,127.1411875
공연장,도봉구민회관,서울  도봉구 창동 303 ),37.6541068,127.0384528
도서관,월계문화정보도서관,서울  노원구 월계동  월계로 319,37.6286376,127.0561463
문화예술회관,성북여성회관,서울  성북구 돈암동 606-258   ),37.5958216414,127.0079852954
기타,재미랑,서울  중구 남산동2가,37.55825685072221,126.98621496737573
도서관,구립반포도서관,서울특별시 서초구 고무래로 34,37.5024886051,127.012512651
미술관,코엑스전시장,서울  강남구 삼성동 159-1 ),37.5103947,127.0611127
미술관,한국공예문화진흥원,서울  종로구 관훈동 182-2 ),37.5740425,126.9841581
도서관,용산도서관,서울특별시 용산구 두텁바위로 160,37.5520066655,126.9801412521
미술관,세컨드에비뉴 갤러리,서울특별시 중구 필동로8길 22,37.5551328866,126.9949117472
박물관/기념관,목인박물관,서울  종로구 견지동 83 ),37.5739569,126.9836694
기타,이문체육문화센터,서울  동대문구 이문동 189  ),37.6022699,127.0687620
도서관,대림정보문화도서관,서울  영등포구 대림동   도신로27길 9,37.5042667,126.8960500
기타,서울남부여성발전센터,서울특별시 금천구 독산로50길 23,37.4635575108,126.90647057
문화예술회관,광화문아트홀,서울  종로구 인왕산로1길 21,37.5746022,126.9647130
미술관,애니살롱(재미랑5호),서울  중구 남산동2가 26-5  3층,37.558134323,126.9862828964
미술관,유리지공예관,서울  서초구 우면동,37.45768681467509,127.01261368751152
공연장,상명아트센터,서울  종로구 홍지동 7-1,37.60295237794524,126.95631563230714
기타,신도림예술공간 고리,서울  구로구 구로동 3-33,37.5079891008,126.8909247643
기타,뚝섬전망문화콤플렉스,서울  광진구 자양동 97-5,37.53052501170862,127.06503039230314
기타,동대문구체육관,서울  동대문구 답십리동 2-294 ),37.5724191,127.0639379
공연장,중랑문화체육관,서울  중랑구 면목동 ),37.5792934,127.0957856
기타,중구청소년수련관,서울특별시 중구 동호로5길 19,37.5518562991,127.0125661668
기타,중구여성플라자,서울특별시 중구 다산로32길 5 3층,37.5612768658,127.0148313923
기타,금천마을활력소 어울샘,서울특별시 금천구 탑골로 22,37.4518086904,126.9116478168
기타,개운산스포츠센터,서울  성북구,37.5967823,127.0261534
기타,운현궁,서울  종로구 삼일대로 464,37.5761250,126.9870500
문화원,창동스포츠문화컴플렉스,서울  도봉구,37.6582937,127.0508618
문화원,양천문화원,서울  양천구 신정동 ),37.5165593,126.8632740
도서관,강북솔샘문화정보센터,서울  강북구 미아동 1354-4 ),37.6205185,127.0124524
공연장,강서구 문화관광,서울  강서구 화곡동 980-16 ),37.5509370,126.8496420
미술관,스튜디오 콘크리트,서울특별시 용산구 한남대로 162,37.5424505123,127.0025165385
도서관,강남구립대치도서관,서울특별시 강남구 삼성로 212,37.4996164902,127.0659173376
공연장,강북문화예술회관,서울  강북구 수유동 360-10  ),37.6408544,127.0133421
문화예술회관,관악문화관,서울  관악구 신림동 151-858  ),37.4679596,126.9447500
문화예술회관,용산아트홀,서울  용산구 이태원동 ),37.5328310,126.9896162
문화예술회관,은평문화예술회관,서울  은평구 녹번동 85-4  ),37.6036299,126.9279878
공연장,서울숲공원 야외공연장,서울  성동구 성수동1가 685-306  ),37.5436840,127.0409120
문화예술회관,영등포아트홀,서울  영등포구 당산동3가 ),37.5262451,126.9001286
문화예술회관,강남구민회관,서울  강남구 대치동 509-2    ),37.4938226,127.0642688
도서관,수유문화정보센터,서울  강북구 수유동 605-412 ),37.6301290,127.0175430
박물관/기념관,돈의문박물관마을,서울특별시 종로구 송월길 14-3,37.56882394907892,126.96852312550762
도서관,강남구립역삼도서관,서울특별시 강남구 역삼로7길 16,37.4953738379,127.0332824837
도서관,국회도서관,서울  영등포구 여의도동   의사당대로 1,37.5312547,126.9171584
미술관,겸재정선미술관,서울  강서구 가양동 243-1,37.5722318468,126.8387099445
기타,영등포구청,서울  영등포구 당산동3가 385-1 ),37.5264360,126.8960040
기타,중랑구민체육센터,서울  중랑구,37.6151321,127.0874625
도서관,성북정보도서관,서울  성북구 상월곡동 24-348 ),37.6048486,127.0504258
기타,강북웰빙스포츠센터,서울  강북구 번동 318 ),37.6304749,127.0378273
미술관,갤러리 라메르,서울  종로구 인사동 194 5길 26 홍익빌딩 (관훈동),37.5725264,126.9849468
미술관,갤러리 상,서울  종로구 인사동 159 길 17 (인사동),37.5723081,126.9865397
도서관,서초구립반포도서관,32-13 서초구립반포도서관(고무래로 34),0,0
미술관,셀린박 갤러리,서울특별시 강남구 압구정로32길 30,37.5257900767039,127.029756991789
기타,우이신설 문화예술철도 솔밭공원역,서울 강북구 우이동 57-28,37.6566359601797,127.013383891578
도서관,배봉산 숲속 도서관,서울특별시 동대문구 전농로16길 97,37.578443110427,127.06273508839
미술관,진산갤러리,서울특별시 마포구 양화로3길 63,37.551755269582,126.910826404766
기타,문화공간 이육사,서울특별시 성북구 종암로21가길 36-1,37.5981380921564,127.032601556099
미술관,갤러리 가이아,서울  종로구 관훈동 145           ),37.5750777,126.9834808
문화예술회관,서대문문화회관,서울  서대문구 홍은동 26-155  ),37.5807500,126.9314625
박물관/기념관,종이나라박물관,서울  중구 장충동1가 62-35,37.5596237,127.0039674
공연장,연강홀,서울  종로구 연지동 270 ),37.5717079,127.0011948
도서관,금천구립정보도서관,서울  금천구,37.4734953,126.8921364
공연장,명동난타극장,서울  중구 명동길 26,37.5634110,126.9837813
박물관/기념관,한국천주교순교자박물관,서울  마포구 합정동 96-1  절두산순교성지,37.5441363,126.9117967
박물관/기념관,김치박물관,서울  강남구 삼성동 159 ),37.5129437,127.0571142
공연장,한전아트센터,서울  서초구,37.4857035,127.0279457
기타,우이신설 문화예술철도 가오리역,서울 강북구 수유동 338-47,37.6416271253072,127.016787795528
도서관,서초구립양재도서관,서울특별시 서초구 양재천로 33,37.473679184261,127.03357244367
미술관,kp 갤러리 (korea photographers gallery),서울특별시 용산구 소월로2나길 12,37.553329541813,126.977312778908
미술관,아트선재센터,서울  종로구 소격동 144-2 ),37.5794750,126.9818375
박물관/기념관,용산공원 갤러리,서울시 용산구 한강로1가 1-1,37.5388010721099,126.972463802885
문화예술회관,아트온더무브,서울특별시 영등포구 양산로 지하 200,37.5227345248969,126.904959169819
기타,세빛섬,서울특별시 서초구 올림픽대로 2085-14,37.51210831321759,126.99554354921652
기타,문학의집서울,서울특별시 중구 퇴계로26길 65,37.5580841736,126.9892390979
박물관/기념관,황학정 국궁전시관,서울특별시 종로구 사직로9길 15-32,37.577919084,126.96394572
도서관,강동구립암사도서관,서울  강동구 암사동 471-37 ),37.5528446,127.1333498
박물관/기념관,농업박물관,서울  중구 충정로1가 100-707 ),37.5668447,126.9683226
도서관,도봉어린이문화정보센터,서울  도봉구 창동 ),37.6590571,127.0495750
공연장,광진구민체육센터,서울  광진구,37.5459907,127.1069190
도서관,도봉문화정보센터,서울  도봉구 창동 418 ),37.6446038,127.0438870
박물관/기념관,서대문자연사박물관,서울  서대문구,37.5765663,126.9376126
박물관/기념관,경기여고 경운박물관,서울  강남구 개포동 152 ),37.4878684,127.0660782
기타,우이신설문화예술철도 보문역,서울시 성북구 보문2동 91-7,37.58496514030357,127.01953237465104
기타,중랑구체육회,서울특별시 중랑구 동일로 619,37.5857544989514,127.07947536182017
문화원,장충체육관,서울  중구 장충동2가 220-102,37.5581865,127.0067900
기타,SETEC전시장(서울무역전시장),서울특별시 강남구 남부순환로 3104,37.4956773978,127.0719118019
공연장,세종대학교 대양홀,서울  광진구 군자동 98 ),37.5486916,127.0744875
미술관,국제갤러리,서울  종로구 소격동 59-1 ),37.5807006,126.9804771
미술관,김영섭사진화랑,서울  종로구 관훈동 169-2,37.5743500,126.9841880
기타,평화문화진지,서울특별시 도봉구 마들로 932,37.6908086292,127.0472154469
기타,은평구청소년문화의집 신나는애프터센터,서울특별시 은평구 연서로6길 7,37.6043734995,126.9166272426
미술관,디뮤지엄,서울특별시 용산구 독서당로29길 5-6,37.536950273,127.0115182016
공연장,허리우드 스카이쇼 (낙원상가),서울특별시 종로구 삼일대로 428,37.5727630728,126.9879012314
미술관,필갤러리(Fill Gallery),서울특별시 용산구 유엔빌리지길 24,37.5335842911,127.0097798487
공연장,프로젝트박스 시야,서울시 용산구 장문로 60 행복나눔재단,37.5263441835,126.9961083494
공연장,용산 동자아트홀,서울특별시 용산구 한강대로 372,37.5516772671,126.9729212431
미술관,아웃사이트(out_sight),서울특별시 종로구 창경궁로35가길 12 GF,37.5872586942711,127.001368055445
문화원,이마트은평점,서울특별시 은평구 은평로 111,37.6003575474,126.9201920314
공연장,롯데콘서트홀,,37.5131010685,127.1034317323
공연장,용산꿈나무종합타운,,37.5386613022,126.9655079691
공연장,연세대학교,서울특별시 서대문구 연세로 50,37.5651508821,126.9392768848
기타,서교예술실험센터,서울특별시 마포구 잔다리로6길 33,37.5524684065,126.9209402449
기타,서울시립청소년미디어센터,서울  용산구 갈월동 101-5,37.5409841386,126.9726082866
미술관,가나아트스페이스,서울  종로구 관훈동 188-0 ),37.5749830,126.9839130
미술관,갤러리 도올,서울  종로구 팔판동 27-6 ),37.5832040,126.9816710
공연장,신도림 오페라하우스,서울시 구로구 구로동 3-39,37.5079891008,126.8909247643
박물관/기념관,조세박물관,서울  종로구 수송동 104 ),36.4854350,127.2606287
기타,창신소통공작소,서울특별시 종로구 창신6가길 47,37.576204842,127.0123936578
기타,북촌문화센터,서울특별시 종로구 계동길 37,37.5790878763,126.9862745249
공연장,문화일보홀,서울  중구 충정로1가 68 ),37.5671515,126.9685599
기타,강서지역정보센터,서울  강서구 등촌동 705-4 ),37.5589789,126.8478810
기타,노원구청,서울  노원구 상계동 701-1 ),37.6543580,127.0564730
도서관,노원어린이도서관,서울  노원구 중계동 356 ),37.6582022,127.0766623
기타,동대문구청 아트갤러리,서울  동대문구 용두동 39-9 ),37.5745240,127.0396500
문화예술회관,리틀엔젤스예술회관,서울  광진구 능동 로36길 25 (능동),37.5502335,127.0873013
공연장,빈집프로젝트,서울특별시 금천구 독산로96길 6,37.4749117711,126.9038833644
도서관,강서구립도서관,서울  강서구,37.5478818,126.8599269
공연장,손기정문화체육센터,서울  중구 만리동2가    손기정로 101,37.5555802,126.9649505
공연장,국립극단 소극장 판,서울특별시 용산구 청파로 373,37.5531465405,126.9682807466
기타,용산구 갈월종합사회복지관,서울특별시 용산구 두텁바위로 25,37.5457743451,126.9748244451
도서관,서초구립내곡도서관,서울특별시 서초구 청계산로7길 9-20,37.4520021701,127.0544427012
도서관,내를 건너서 숲으로 도서관,서울시 은평구 증산로 17길 50 내를건너서숲으로도서관,37.591913,126.908152
박물관/기념관,한양도성박물관,서울특별시 종로구 율곡로 283,37.572857089314816,127.0085126173547
기타,청춘삘딩,서울특별시 금천구 시흥대로138길 10-11,37.4721652661,126.899283582
미술관,아트아치,서울특별시 마포구 독막로9길 34,37.5497187306853,126.920522968907
기타,중랑구민회관,서울  중랑구,37.5738058,127.0850044
박물관/기념관,체신기념관,서울  종로구 견지동 39-7 ),37.5744500,126.9826250
박물관/기념관,평강성서유물박물관,서울  구로구 오류동 150-15 ),37.4919550,126.8440830
미술관,포스코미술관,서울  강남구 대치동 892  ),37.5057694,127.0558879
공연장,프리머스 신림,서울  관악구 신림동 151-890  1422-41,37.4846492,126.9298115
기타,떼아뜨르 秋,서울  마포구 서교동 358-116 ),37.5531351,126.9222205
공연장,팝콘D스퀘어,서울특별시 용산구 한강대로23길 55,37.5297736038,126.9647427471
공연장,서울남산국악당,서울  중구 필동2가 84-1,37.55842867722703,126.99370731054663
공연장,동자아트홀,서울특별시 용산구 한강대로 372 센트레빌 아스테리움 서울KDB생명타워 지하2층,37.5516772671,126.9729212431
도서관,구로구립개봉도서관,서울특별시 구로구 개봉로16길 30-11,37.48899216484345,126.85889338319454
공연장,용산 일신홀,서울특별시 용산구 한남대로 98,37.537166946,127.0055169856
공연장,용산 더줌아트센터,서울특별시 용산구 독서당로 111,37.5361216881,127.0073091119
공연장,구로 꿈나무극장,서울특별시 구로구 구로동로26길 54 4층(구로동),37.48956474331406,126.88647383628242
도서관,용산 백합어린이도서관,서울특별시 용산구 후암로15길 19-22,37.5487192144,126.9768015471
도서관,서울도서관,서울특별시 중구 세종대로 110,37.5663174209601,126.977829174031
기타,과거와 현재 도시와 도시를 이어주는 복합문화공간 &quot;용산공예관&quot;,서울특별시 용산구 이태원로 274,37.5390272618407,127.002075483615
기타,서울특별시여성능력개발원,서울특별시 마포구 마포대로 89,37.54323634461455,126.94978185798433
기타,밝은미소센터,일원로121 일원역338-3호(23번출입구 방향),37.48375009630887,127.08511541722191
